open,high,low,close,rsi,sma14,sma100,wvf,diff_upper,diff_lower,highest_long,highest_short
13753.5,13767.8,13752.2,13760.9,69.27979604843831,13724.7,13701.105999999998,-0.5553566339542123,1.5350262957126688,79.79497370428544,4.5,49.69999999999891
13760.9,13764.8,13754.0,13755.7,71.13874345549735,13729.314285714285,13701.686000000002,-0.5173585484731427,-8.597081465464726,75.79708146546545,9.699999999998909,44.5
13755.7,13764.3,13752.7,13763.3,72.59675405742826,13734.485714285716,13702.101999999999,-0.5728942118685532,-7.047114910583332,84.82711491058217,2.100000000000364,52.099999999998545
13763.3,13765.0,13755.5,13761.0,68.20371644872696,13738.264285714287,13702.83,-0.5560873663673126,-14.17793219401392,83.07793219401537,4.399999999999636,49.79999999999927
13761.0,13765.4,13748.0,13750.0,56.960120391271744,13739.585714285715,13703.252999999999,-0.47570680092657136,-27.29047411677311,69.51047411677428,1.3999999999996362,38.79999999999927
13750.0,13751.4,13727.4,13728.2,50.09927200529487,13739.607142857143,13703.579000000002,-0.31640713487128946,-48.694081616336916,44.65408161633604,14.699999999998909,41.400000000001455
13728.2,13739.0,13718.5,13722.5,48.432501599488255,13739.257142857143,13703.756000000001,-0.2747553873247182,-53.53147545221873,35.88147545221727,20.399999999999636,35.70000000000073
13722.5,13723.8,13711.2,13720.7,56.960120391271744,13740.578571428572,13703.833,-0.2616022038889659,-53.00207105702793,28.792071057032445,22.19999999999891,33.900000000001455
13720.7,13725.3,13711.8,13716.8,44.60562103354418,13739.72857142857,13703.854000000001,-0.233103639778147,-54.03890810043413,19.438908100431945,26.100000000000364,30.0
13716.8,13733.8,13714.7,13733.7,56.11205432937247,13740.757142857143,13704.113000000001,-0.35659741759166014,-36.329195327351044,32.9691953273541,9.199999999998909,46.900000000001455
13733.7,13738.3,13728.0,13736.7,54.8076923076924,13741.542857142855,13704.435,-0.37851938998458956,-33.54461788458502,35.66461788458764,6.199999999998909,49.900000000001455
13736.7,13742.9,13733.2,13736.3,53.31541218637975,13742.07142857143,13704.721000000001,-0.3755964603321883,-34.172445728887396,34.65244572888332,0.7000000000007276,49.5
13736.3,13737.0,13717.2,13722.3,36.92748091602976,13740.114285714286,13704.848,-0.2732939224985176,-48.26150488138774,21.25150488138206,12.5,35.5
13722.3,13730.8,13719.0,13727.8,37.934272300469146,13738.278571428573,13705.098999999998,-0.31348420521888826,-40.53976132134085,21.9697613213375,7.0,41.0
13727.8,13734.8,13718.3,13719.5,30.72625698324032,13735.32142857143,13705.348999999998,-0.2528334149317888,-49.16043268568683,14.910432685686828,6.299999999999272,32.70000000000073
13719.5,13725.8,13686.8,13695.9,26.23211446740835,13731.050000000001,13705.393,-0.08038056544074126,-75.70023190497523,-3.409768095021718,27.899999999999636,1.3999999999996362
13695.9,13703.7,13694.5,13697.9,22.79534109817044,13726.378571428571,13705.712,-0.0949952137026942,-75.85417524426339,3.5241752442652796,25.899999999999636,0.0
13697.9,13720.8,13697.9,13712.7,31.80105501130457,13722.92857142857,13706.125999999998,-0.20314361084115407,-61.33427621245937,20.224276212462428,11.099999999998545,8.5
13712.7,13718.3,13710.5,13718.0,37.40157480314997,13720.642857142857,13706.628999999999,-0.24187242873532408,-54.22157080469515,26.881570804691364,5.799999999999272,13.799999999999272
13718.0,13718.2,13712.5,13713.7,43.37899543379017,13719.607142857143,13707.073,-0.21045093497213055,-55.922622004860386,23.96262200485762,10.099999999998545,9.5
13713.7,13720.5,13713.5,13716.5,47.18574108818017,13719.17857142857,13707.576000000001,-0.23091144253885934,-48.45713813630027,26.53713813629838,7.299999999999272,12.299999999999272
13716.5,13721.8,13716.2,13717.9,48.68173258003718,13718.97857142857,13708.136999999999,-0.24114169632222376,-42.916864735409035,27.576864735405252,5.899999999999636,21.69999999999891
13717.9,13723.8,13717.8,13721.5,52.219074598678304,13719.314285714285,13708.722,-0.26744806319374176,-32.438848856714685,28.478848856715558,1.3999999999996362,25.299999999999272
13721.5,13722.9,13711.2,13712.0,38.984771573603695,13717.764285714284,13709.27,-0.19802848394946523,-34.20627120069912,16.14627120070145,10.299999999999272,15.799999999999272
13712.0,13720.4,13708.4,13716.5,39.89999999999964,13716.32142857143,13709.579,-0.23091144253885934,-24.060309662610962,18.350309662611835,5.799999999999272,20.299999999999272
13716.5,13722.3,13709.7,13716.2,39.939939939940444,13714.885714285714,13709.888,-0.22871924529957172,-23.382256938239152,18.272256938242208,3.7999999999992724,20.0
13716.2,13720.0,13704.2,13708.9,42.81115879828337,13713.92857142857,13710.054000000002,-0.17537577914343547,-30.37220686647197,12.022206866469787,7.399999999999636,12.699999999998909
13708.9,13713.7,13705.0,13707.3,38.52183650615892,13712.464285714286,13710.150999999998,-0.16368406053387044,-31.79423817528368,11.584238175284554,9.0,11.099999999998545
13707.3,13712.9,13704.7,13711.5,45.30516431924887,13711.892857142857,13710.292,-0.19437482188397698,-27.4892827774147,16.209282777415865,4.799999999999272,16.600000000000364
13711.5,13716.3,13705.3,13710.0,61.17274167987344,13712.9,13710.467999999999,-0.18341383568751224,-26.557858769267114,14.647858769270897,3.7999999999992724,15.100000000000364
13710.0,13713.3,13704.7,13705.7,55.96330275229445,13713.457142857142,13710.593,-0.1519923419243187,-27.30341249573212,9.893412495728626,8.099999999998545,10.800000000001091
13705.7,13706.9,13696.2,13701.8,39.999999999998664,13712.67857142857,13710.645999999999,-0.12349377781349982,-27.18635652593548,5.426356525937081,12.0,6.899999999999636
13701.8,13710.9,13698.8,13708.9,41.91829484902293,13712.028571428571,13710.811000000002,-0.17537577914343547,-18.843156406755952,12.623156406754788,4.899999999999636,14.0
13708.9,13713.8,13699.0,13704.7,41.992882562277686,13711.385714285714,13710.911,-0.14468501779334222,-20.32100452505074,8.011004525053067,4.799999999999272,9.800000000001091
13704.7,13709.5,13703.4,13708.5,43.0069930069931,13710.814285714285,13710.89,-0.17245284949104753,-15.40042879808425,11.790428798087305,0.3999999999996362,13.600000000000364
13708.5,13708.9,13702.5,13705.0,39.123102866779604,13709.892857142857,13710.865,-0.14687721503262988,-17.851475901103186,6.331475901102749,2.7999999999992724,10.100000000000364
13705.0,13707.8,13702.8,13705.5,35.76512455516033,13708.75,13710.776000000002,-0.1505308770981181,-16.438323456301077,5.1583234563022415,0.5,10.600000000000364
13705.5,13706.0,13697.4,13701.7,39.80198019802052,13708.014285714287,13710.631,-0.1227630454004128,-20.44761767446289,2.6676176744640543,4.199999999998909,6.800000000001091
13701.7,13702.4,13694.9,13696.2,30.291262135923034,13706.564285714287,13710.465999999999,-0.08257276268004217,-25.973220834070162,-0.626779165928383,9.699999999998909,1.0
13696.2,13701.5,13695.2,13700.5,35.85585585585521,13705.442857142858,13710.378999999999,-0.11399425644323571,-21.45927469086746,4.779274690867169,5.399999999999636,2.600000000000364
13700.5,13702.5,13700.5,13702.2,43.286573146293634,13704.964285714286,13710.41,-0.12641670746590103,-18.843672735873042,6.9936727358744974,3.6999999999989086,4.300000000001091
13702.2,13703.3,13701.2,13701.4,43.991853360489216,13704.542857142855,13710.448999999999,-0.12057084816111188,-18.286750136368937,6.486750136369665,4.5,3.600000000000364
13701.4,13703.5,13700.3,13701.8,39.29359823399461,13703.85,13710.468,-0.12349377781349982,-15.157570919800492,6.127570919801656,4.100000000000364,4.0
13701.8,13702.4,13698.7,13698.9,38.115631691648154,13703.057142857142,13710.507,-0.10230253783367069,-17.540957871411592,4.020957871411156,8.300000000001091,1.1000000000003638
13698.9,13700.4,13697.9,13699.5,42.790697674417764,13702.614285714286,13710.520999999999,-0.10668693231225923,-15.130258330505967,4.510258330503348,16.799999999999272,1.7000000000007276
13699.5,13705.9,13698.2,13702.4,50.71428571428617,13702.657142857142,13710.643,-0.12787817229208837,-9.987017536031999,6.547017536029671,13.899999999999636,4.600000000000364
13702.4,13703.3,13698.2,13700.5,38.586956521738834,13702.057142857142,13710.686000000002,-0.11399425644323571,-11.296262945206763,4.896262945205308,15.799999999999272,5.700000000000728
13700.5,13702.0,13698.5,13700.9,44.242424242422274,13701.785714285714,13710.721000000001,-0.11691718609562365,-10.482525916630038,5.5225259166309115,15.399999999999636,16.69999999999891
13700.9,13704.4,13699.4,13701.7,38.66666666666787,13701.300000000001,13710.718,-0.1227630454004128,-8.242853098983687,5.862853098986307,14.599999999998545,17.5
13701.7,13703.8,13698.0,13702.0,44.40298507462672,13701.085714285715,13710.732,-0.12495524263970043,-6.702347636091872,5.722347636092309,14.299999999999272,17.799999999999272
13702.0,13703.5,13699.2,13701.2,42.06642066420756,13700.778571428573,13710.737,-0.11910938333492456,-7.111582331242971,4.9815823312455905,15.099999999998545,24.80000000000109
13701.2,13704.9,13697.8,13698.0,43.01886792452693,13700.514285714287,13710.662999999999,-0.09572594611579452,-10.414807401533835,2.26480740153238,18.299999999999272,21.600000000000364
13698.0,13702.4,13698.0,13701.3,60.49382716049115,13700.878571428571,13710.652,-0.11984011574801157,-5.863560860829239,5.073560860824728,15.0,24.899999999999636
13701.3,13707.2,13700.4,13707.2,62.93436293436361,13701.357142857143,13710.757999999998,-0.16295332812078345,-0.47818365906277904,11.238183659061178,9.099999999998545,30.80000000000109
13707.2,13716.3,13705.0,13707.3,60.49382716049115,13701.721428571429,13710.858999999999,-0.16368406053387044,-0.04848439995657827,11.128484399954687,0.6000000000003638,42.099999999998545
13707.3,13707.9,13701.5,13702.9,52.688172043010965,13701.828571428572,13710.874000000002,-0.1315318343575766,-4.163171205067556,6.653171205061881,0.0,37.69999999999891
13702.9,13702.9,13694.8,13698.3,44.548286604361124,13701.578571428572,13710.871,-0.09791814335508216,-8.282711672427467,2.2927116724222287,0.1000000000003638,33.099999999998545
13698.3,13698.4,13684.2,13691.2,39.39393939394016,13701.028571428571,13710.873,-0.046036142025159786,-16.514016734925463,-2.6259832650739554,6.099999999998545,29.5
13691.2,13696.0,13689.9,13692.9,41.176470588233855,13700.557142857142,13710.98,-0.05845859304781183,-15.238077933472596,-0.17192206652725872,4.399999999999636,31.19999999999891
13692.9,13697.3,13690.5,13691.3,34.62603878116154,13699.764285714287,13711.091,-0.0467668744382468,-17.45209010025428,-0.2379098997444089,1.0,29.599999999998545
13691.3,13692.3,13676.4,13677.0,25.77319587628685,13698.085714285715,13711.072,0.05772786063471152,-35.27474863150928,-8.495251368491154,10.700000000000728,15.299999999999272
13677.0,13686.5,13677.0,13685.8,36.73110720562265,13697.007142857143,13711.215,-0.006576591717876172,-26.845900572789105,2.2359005727848853,1.9000000000014552,24.099999999998545
13685.8,13687.7,13683.0,13687.2,37.39130434782529,13695.971428571429,13711.358,-0.016806845501253876,-25.385366963091656,5.035366963093111,0.5,25.5
13687.2,13687.7,13679.4,13683.3,34.697217675940124,13694.635714285714,13711.391000000001,0.011691718609565024,-29.72699382444989,3.136993824446108,2.600000000000364,21.599999999998545
13683.3,13685.9,13665.2,13673.4,30.199430199429116,13692.649999999998,13711.288999999999,0.08403422750622949,-41.23755798528873,-2.5424420147101046,10.800000000001091,11.699999999998909
13673.4,13679.7,13672.9,13678.4,36.38888888888829,13691.25,13711.243999999999,0.0474976068513471,-36.1272106448414,4.747210644840379,9.0,16.69999999999891
13678.4,13681.0,13670.7,13671.4,30.250990752972214,13689.114285714286,13711.059000000001,0.09864887576818246,-43.784993581388335,1.3149935813871707,16.0,9.699999999998909
13671.4,13678.7,13661.7,13677.3,30.250990752970537,13686.97857142857,13710.931,0.055535663395423894,-37.34478677178413,9.034786771779181,10.100000000000364,9.0
13677.3,13683.2,13676.8,13682.9,34.9753694581281,13685.235714285713,13710.768,0.014614648261952957,-30.579253686169977,15.349253686170414,4.5,14.600000000000364
13682.9,13684.2,13678.7,13679.4,35.3673723536736,13683.557142857142,13710.58,0.04019028272037063,-32.793334118423445,12.82333411842228,8.0,11.100000000000364
13679.4,13681.3,13672.5,13677.8,36.739974126778655,13682.092857142856,13710.353000000001,0.05188200132993565,-33.07163839038003,12.241638390378284,9.600000000000364,9.5
13677.8,13680.5,13675.3,13678.0,40.62499999999968,13681.15,13710.113000000001,0.050420536503735035,-31.81861172804929,13.388611728049,9.399999999999636,9.700000000000728
13678.0,13680.3,13674.8,13677.0,38.59397417503655,13680.014285714287,13709.878999999999,0.05772786063471152,-31.02066015538003,13.020660155380028,10.399999999999636,8.700000000000728
13677.0,13677.2,13668.3,13675.3,38.538681948424546,13678.871428571427,13709.515,0.07015031165737684,-29.196839139176518,10.986839139177391,12.100000000000364,4.299999999999272
13675.3,13681.7,13671.3,13678.7,51.44312393887995,13678.992857142857,13709.118,0.04530540961204619,-21.350420931696135,12.800420931696863,8.699999999998909,7.700000000000728
13678.7,13687.4,13677.2,13684.9,49.200710479574106,13678.92857142857,13708.818000000001,0.0,-11.505368930313125,17.155368930310942,0.3000000000010914,13.899999999999636
13684.9,13685.2,13680.9,13681.9,45.4231433506038,13678.55,13708.472,0.021921972392929433,-11.484038665204935,12.774038665205808,2.399999999999636,10.899999999999636
13681.9,13683.0,13675.3,13676.5,44.27609427609503,13678.064285714285,13708.088,0.06138152270019976,-15.368007012360977,7.3280070123601035,7.799999999999272,5.5
13676.5,13682.7,13676.0,13681.7,57.58683729433337,13678.657142857144,13707.765,0.023383437219116756,-8.031580704695443,11.511580704695007,2.599999999998545,10.700000000000728
13681.7,13684.3,13673.4,13675.7,47.576301615800006,13678.464285714284,13707.217999999999,0.06722738200497562,-11.826849389530253,4.866849389534764,3.6999999999989086,4.700000000000728
